Date Type,Date,Program,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Daily Count People Receiving Dose 2,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,People Receiving 2 Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,7-Day Avg Daily Count Dose 2,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People with at least One Dose Cumulative,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,12/20/20,US,null,null,null,null,null,null,null,null,null,209853,93072,null,null,null,null
Admin,12/19/20,US,180278,175520,710,1089800,1050470,3386,150067,155685,484,null,null,711,1050470,3471,495
Admin,12/19/20,LTC,323,323,0,2075,1876,0,268,296,0,null,null,0,1876,0,0
Report,12/19/20,US,null,null,null,null,null,null,null,null,null,187508,63093,null,null,null,null
Admin,12/18/20,US,413793,402242,593,909522,874950,2676,145825,151587,446,null,null,593,874950,2760,460
Admin,12/18/20,LTC,1518,1319,0,1752,1553,0,259,292,0,null,null,0,1553,0,0
Report,12/18/20,US,null,null,null,null,null,null,null,null,null,126800,42357,null,null,null,null
Admin,12/17/20,US,271286,260274,498,495729,472708,2083,94542,99145,417,null,null,503,472708,2167,433
Admin,12/17/20,LTC,5,5,0,234,234,0,47,46,0,null,null,0,234,0,0
Report,12/17/20,US,null,null,null,null,null,null,null,null,null,75708,25468,null,null,null,null
Admin,12/16/20,US,159028,152129,200,224443,212434,1585,53109,56110,396,null,null,207,212434,1664,416
Admin,12/16/20,LTC,0,0,0,229,229,0,57,57,0,null,null,0,229,0,0
Report,12/16/20,US,null,null,null,null,null,null,null,null,null,38996,12909,null,null,null,null
Admin,12/15/20,US,49295,45830,25,65415,60305,1385,20102,21805,462,null,null,29,60305,1457,485
Admin,12/15/20,LTC,0,0,0,229,229,0,76,76,0,null,null,0,229,0,0
Report,12/15/20,US,null,null,null,null,null,null,null,null,null,12129,4213,null,null,null,null
Admin,12/14/20,US,3717,3589,5,16120,14475,1360,7238,8060,680,null,null,12,14475,1428,714
Admin,12/14/20,LTC,0,0,0,229,229,0,115,114,0,null,null,0,229,0,0
Report,12/14/20,US,null,null,null,null,null,null,null,null,null,509,255,null,null,null,null
Admin,12/13/20,US,12403,10886,1355,12403,10886,1355,10886,12403,1355,null,null,1416,10886,1416,1416
Admin,12/13/20,LTC,229,229,0,229,229,0,229,229,0,null,null,0,229,0,0
Report,12/13/20,US,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null
Date generated: Sat Apr 10 2021 18:51:10 GMT-0500 (Central Daylight Time),,,,,,,,,,,,,,,,,
Trends in Number of COVID-19 Vaccinations in the US,,,,,,,,,,,,,,,,,
