county,date,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths
San Bernardino,2020-06-22T00:00:00,9133,234,208,1
San Bernardino,2020-06-23T00:00:00,9771,234,638,0
San Bernardino,2020-06-24T00:00:00,10211,245,440,11
San Bernardino,2020-06-25T00:00:00,10617,249,406,4
San Bernardino,2020-06-26T00:00:00,11162,249,545,0
San Bernardino,2020-06-27T00:00:00,11576,249,414,0
San Bernardino,2020-06-28T00:00:00,11608,249,32,0
San Bernardino,2020-06-29T00:00:00,12191,249,583,0
San Bernardino,2020-06-30T00:00:00,12593,253,402,4
San Bernardino,2020-07-01T00:00:00,13036,258,443,5
San Bernardino,2020-07-02T00:00:00,13185,265,149,7
San Bernardino,2020-07-03T00:00:00,14040,269,855,4
San Bernardino,2020-07-04T00:00:00,14636,269,596,0
San Bernardino,2020-07-05T00:00:00,15026,269,390,0
San Bernardino,2020-07-06T00:00:00,15346,269,320,0
San Bernardino,2020-07-07T00:00:00,16004,272,658,3
San Bernardino,2020-07-08T00:00:00,16510,293,506,21
San Bernardino,2020-07-09T00:00:00,17339,304,829,11
San Bernardino,2020-07-10T00:00:00,18242,304,903,0
San Bernardino,2020-07-11T00:00:00,18907,304,665,0
San Bernardino,2020-07-12T00:00:00,19042,306,135,2
San Bernardino,2020-07-13T00:00:00,19610,307,568,1
San Bernardino,2020-07-14T00:00:00,20489,309,879,2
San Bernardino,2020-07-15T00:00:00,21508,310,1019,1
San Bernardino,2020-07-16T00:00:00,22355,310,847,0
San Bernardino,2020-07-17T00:00:00,23057,315,702,5
San Bernardino,2020-07-18T00:00:00,23680,328,623,13
San Bernardino,2020-07-19T00:00:00,23928,328,248,0
San Bernardino,2020-07-20T00:00:00,24226,329,298,1
San Bernardino,2020-07-21T00:00:00,25323,333,1097,4
San Bernardino,2020-07-22T00:00:00,26820,337,1497,4
San Bernardino,2020-07-23T00:00:00,28121,358,1301,21
San Bernardino,2020-07-24T00:00:00,28990,372,869,14
San Bernardino,2020-07-25T00:00:00,29265,372,275,0
San Bernardino,2020-07-26T00:00:00,29545,383,280,11
San Bernardino,2020-07-27T00:00:00,29928,384,383,1
San Bernardino,2020-07-28T00:00:00,30493,395,565,11
San Bernardino,2020-07-29T00:00:00,31168,419,675,24
San Bernardino,2020-07-30T00:00:00,32010,403,842,-16
San Bernardino,2020-07-31T00:00:00,32332,409,322,6
San Bernardino,2020-08-01T00:00:00,32947,417,615,8
San Bernardino,2020-08-02T00:00:00,33643,417,696,0
San Bernardino,2020-08-03T00:00:00,33979,418,336,1
San Bernardino,2020-08-04T00:00:00,34215,477,236,59
San Bernardino,2020-08-05T00:00:00,34442,487,227,10
San Bernardino,2020-08-06T00:00:00,34819,490,377,3
San Bernardino,2020-08-07T00:00:00,35200,497,381,7
San Bernardino,2020-08-08T00:00:00,35691,502,491,5
San Bernardino,2020-08-09T00:00:00,36092,546,401,44
San Bernardino,2020-08-10T00:00:00,37367,546,1275,0
San Bernardino,2020-08-11T00:00:00,38467,549,1100,3
San Bernardino,2020-08-12T00:00:00,38811,555,344,6
San Bernardino,2020-08-13T00:00:00,39395,558,584,3
San Bernardino,2020-08-14T00:00:00,40442,561,1047,3
San Bernardino,2020-08-15T00:00:00,41231,568,789,7
San Bernardino,2020-08-16T00:00:00,41724,568,493,0
San Bernardino,2020-08-17T00:00:00,42005,568,281,0
San Bernardino,2020-08-18T00:00:00,42827,616,822,48
San Bernardino,2020-08-19T00:00:00,43224,621,397,5
San Bernardino,2020-08-20T00:00:00,43627,625,403,4
San Bernardino,2020-08-21T00:00:00,44249,629,622,4
San Bernardino,2020-08-22T00:00:00,44803,691,554,62
San Bernardino,2020-08-23T00:00:00,45010,691,207,0
San Bernardino,2020-08-24T00:00:00,45199,692,189,1
San Bernardino,2020-08-25T00:00:00,45544,695,345,3
San Bernardino,2020-08-26T00:00:00,45840,709,296,14
San Bernardino,2020-08-27T00:00:00,46345,715,505,6
San Bernardino,2020-08-28T00:00:00,46553,716,208,1
San Bernardino,2020-08-29T00:00:00,46849,716,296,0
San Bernardino,2020-08-30T00:00:00,47201,716,352,0
San Bernardino,2020-08-31T00:00:00,47370,716,169,0
San Bernardino,2020-09-01T00:00:00,47371,736,1,20
San Bernardino,2020-09-02T00:00:00,47766,743,395,7
San Bernardino,2020-09-03T00:00:00,48165,744,399,1
San Bernardino,2020-09-04T00:00:00,48497,744,332,0
San Bernardino,2020-09-05T00:00:00,48800,765,303,21
San Bernardino,2020-09-06T00:00:00,48923,765,123,0
San Bernardino,2020-09-07T00:00:00,49043,765,120,0
San Bernardino,2020-09-08T00:00:00,49034,765,-9,0
San Bernardino,2020-09-09T00:00:00,49264,791,230,26
San Bernardino,2020-09-10T00:00:00,49467,796,203,5
San Bernardino,2020-09-11T00:00:00,49682,800,215,4
San Bernardino,2020-09-12T00:00:00,49945,814,263,14
San Bernardino,2020-09-13T00:00:00,49968,832,23,18
San Bernardino,2020-09-14T00:00:00,50163,832,195,0
San Bernardino,2020-09-15T00:00:00,50333,835,170,3
San Bernardino,2020-09-16T00:00:00,50509,838,176,3
San Bernardino,2020-09-17T00:00:00,50770,839,261,1
San Bernardino,2020-09-18T00:00:00,51106,858,336,19
San Bernardino,2020-09-19T00:00:00,51353,908,247,50
San Bernardino,2020-09-20T00:00:00,51559,908,206,0
San Bernardino,2020-09-21T00:00:00,51654,908,95,0
San Bernardino,2020-09-22T00:00:00,51899,908,245,0
San Bernardino,2020-09-23T00:00:00,52132,908,233,0
San Bernardino,2020-09-24T00:00:00,52455,918,323,10
San Bernardino,2020-09-25T00:00:00,52814,922,359,4
San Bernardino,2020-09-26T00:00:00,53122,925,308,3
San Bernardino,2020-09-27T00:00:00,53127,925,5,0
San Bernardino,2020-09-28T00:00:00,53501,925,374,0
San Bernardino,2020-09-29T00:00:00,53753,952,252,27
San Bernardino,2020-09-30T00:00:00,53988,955,235,3
San Bernardino,2020-10-01T00:00:00,54350,955,362,0
San Bernardino,2020-10-02T00:00:00,54613,962,263,7
