week_ending,sum_residents_weekly_admissions,sum_residents_total_admissions,sum_residents_weekly_confirmed,sum_residents_total_confirmed,sum_residents_weekly_suspected,sum_residents_total_suspected,sum_residents_weekly_all_deaths,sum_residents_total_all_deaths,sum_residents_weekly_covid_19,sum_residents_total_covid_19,sum_number_of_all_beds,sum_total_number_of_occupied,sum_staff_weekly_confirmed_covid,sum_staff_total_confirmed_covid,sum_staff_weekly_suspected_covid,sum_staff_total_suspected_covid,sum_staff_weekly_covid_19_deaths,sum_staff_total_covid_19_deaths
2020-10-11T00:00:00.000,142,6540,83,9480,150,10530,83,5323,18,2236,38031,28493,97,7494,43,3337,1,54
2020-10-18T00:00:00.000,145,6685,109,9589,177,10707,88,5411,16,2252,38031,28574,93,7587,39,3376,0,54
2020-10-25T00:00:00.000,123,6808,87,9676,151,10858,74,5485,10,2262,38031,28641,98,7685,28,3404,1,55
2020-11-01T00:00:00.000,122,6930,73,9749,133,10991,90,5575,16,2278,38031,28756,128,7813,33,3437,0,55
2020-11-08T00:00:00.000,152,7082,185,9934,434,11425,95,5670,17,2295,38127,28679,161,7974,38,3475,0,55
2020-11-15T00:00:00.000,169,7251,302,10236,231,11656,95,5765,20,2315,38109,28744,235,8209,65,3540,0,55
2020-11-22T00:00:00.000,240,7491,339,10575,327,11983,127,5892,30,2345,38109,28637,339,8548,84,3624,0,55
2020-11-29T00:00:00.000,217,7708,486,11061,NaN,11983,130,6022,42,2387,38117,28394,452,9000,0,3624,1,56
2020-12-06T00:00:00.000,363,8071,813,11874,NaN,11983,147,6169,52,2439,38119,28272,820,9820,0,3624,0,56
2020-12-13T00:00:00.000,433,8504,934,12808,NaN,11983,216,6385,92,2531,38119,28249,1259,11079,0,3624,1,57
2020-12-20T00:00:00.000,507,9011,1286,14094,NaN,11983,246,6631,145,2676,38020,27875,1484,12563,0,3624,2,59
2020-12-27T00:00:00.000,418,9429,1262,15356,NaN,11983,270,6901,156,2832,38119,27560,1352,13915,0,3624,2,61
2021-01-03T00:00:00.000,558,9987,1335,16691,NaN,11983,333,7234,178,3010,38119,27240,1374,15289,0,3624,3,64
2021-01-10T00:00:00.000,786,10773,1071,17762,NaN,11983,354,7588,210,3220,38119,27126,1070,16359,0,3624,5,69
2021-01-17T00:00:00.000,719,11492,649,18411,NaN,11983,341,7929,170,3390,38120,27242,638,16997,0,3624,5,74
2021-01-24T00:00:00.000,683,12175,439,18850,NaN,11983,279,8208,143,3533,38120,27289,338,17335,0,3624,1,75
2021-01-31T00:00:00.000,553,12728,290,19140,NaN,11983,187,8395,74,3607,38040,27406,197,17532,0,3624,2,77
2021-02-07T00:00:00.000,211,12939,86,19226,NaN,11983,113,8508,44,3651,38040,27413,105,17637,0,3624,4,81
2021-02-14T00:00:00.000,119,13058,17,19243,NaN,11983,54,8562,15,3666,38040,27352,60,17697,0,3624,0,81
2021-02-21T00:00:00.000,199,13257,21,19264,NaN,11983,87,8649,14,3680,37947,27425,47,17744,0,3624,3,84
2021-02-28T00:00:00.000,268,13525,24,19288,NaN,11983,122,8771,20,3700,37884,27446,31,17775,0,3624,1,85
2021-03-07T00:00:00.000,80,13605,6,19294,NaN,11983,45,8816,3,3703,37978,27499,5,17780,0,3624,0,85
