week_ending,sum_residents_weekly_admissions,sum_residents_total_admissions,sum_residents_weekly_confirmed,sum_residents_total_confirmed,sum_residents_weekly_suspected,sum_residents_total_suspected,sum_residents_weekly_all_deaths,sum_residents_total_all_deaths,sum_residents_weekly_covid_19,sum_residents_total_covid_19,sum_number_of_all_beds,sum_total_number_of_occupied,sum_staff_weekly_confirmed_covid,sum_staff_total_confirmed_covid,sum_staff_weekly_suspected_covid,sum_staff_total_suspected_covid,sum_staff_weekly_covid_19_deaths,sum_staff_total_covid_19_deaths
2020-09-20T00:00:00.000,3129,102235,7178,240733,3357,151612,7307,211464,1192,56630,1606988,1143100,7550,192882,4311,141858,13,879
2020-09-27T00:00:00.000,2969,105202,7313,248042,3227,154818,7246,218701,1152,57782,1606478,1143372,7474,200350,4822,146678,20,899
2020-10-04T00:00:00.000,2930,108122,7679,255696,3179,157991,7276,225967,1190,58966,1606492,1145144,7632,207956,5153,151827,26,925
2020-10-11T00:00:00.000,3137,111259,8194,263890,3746,161737,7532,233493,1242,60208,1604696,1141591,7961,215917,4920,156742,34,959
2020-10-18T00:00:00.000,3326,114582,10460,274347,4353,166090,7601,241094,1468,61676,1603909,1141088,9802,225719,4789,161527,24,982
2020-10-25T00:00:00.000,3491,118071,11985,286331,4534,170618,8106,249183,1739,63415,1605166,1139773,11023,236724,4784,166311,21,1003
2020-11-01T00:00:00.000,4053,122110,14458,300744,4499,175071,8513,257667,2043,65449,1604744,1137763,13346,250054,5093,171328,23,1026
2020-11-08T00:00:00.000,4941,127051,18105,318849,5627,180698,9310,266977,2479,67928,1603731,1134536,17324,267378,6327,177655,25,1051
2020-11-15T00:00:00.000,5968,133019,23378,342227,6745,187443,9533,276510,2994,70922,1602261,1129573,22737,290115,7535,185190,30,1081
2020-11-22T00:00:00.000,7554,140516,25147,367338,7654,195096,10338,286801,3768,74673,1601483,1123992,23644,313721,7733,192914,48,1129
2020-11-29T00:00:00.000,7497,148010,27681,394926,NaN,195087,13019,299808,4559,79224,1600688,1117721,23933,337615,0,192896,82,1211
2020-12-06T00:00:00.000,8699,156709,32011,426926,NaN,195069,13460,313257,5028,84251,1599973,1107704,28084,365670,0,192873,62,1273
2020-12-13T00:00:00.000,9975,166660,33478,460404,NaN,195069,13712,326969,5805,90056,1600484,1102333,28884,394554,0,192873,60,1333
2020-12-20T00:00:00.000,10391,177051,33648,494052,NaN,195069,13987,340956,6046,96102,1599957,1098954,28007,422561,0,192873,43,1376
2020-12-27T00:00:00.000,9604,186655,28840,522892,NaN,195069,13726,354677,5590,101692,1599278,1086260,25059,447620,0,192872,47,1423
2021-01-03T00:00:00.000,9461,196106,27275,550093,NaN,195011,13401,368059,5452,107132,1598508,1078143,24835,472431,5,192864,61,1484
2021-01-10T00:00:00.000,10722,206827,26246,576339,NaN,195000,13174,381229,5211,112343,1599807,1078240,23730,496149,0,192858,58,1542
2021-01-17T00:00:00.000,11388,218209,21247,597531,NaN,194949,12679,393887,4693,117026,1599935,1082804,19076,515173,0,192847,56,1598
2021-01-24T00:00:00.000,10788,228981,17030,614529,NaN,194941,11899,405741,4012,121022,1600112,1084560,14530,529650,0,192844,44,1642
2021-01-31T00:00:00.000,9337,238312,11394,625802,NaN,194927,10703,416393,3112,124103,1600536,1088676,9732,539311,0,192837,53,1695
2021-02-07T00:00:00.000,7620,245932,6471,632273,NaN,194927,9671,426064,2226,126329,1604185,1090716,6187,545498,0,192837,40,1735
2021-02-14T00:00:00.000,6420,252341,4036,636269,NaN,194927,8765,434819,1503,127827,1604200,1089557,4537,549978,0,192834,30,1764
2021-02-21T00:00:00.000,5031,257371,2286,638547,NaN,194927,8117,442936,957,128784,1599465,1089571,2965,552924,0,192822,26,1790
2021-02-28T00:00:00.000,4215,261586,1712,640259,NaN,194927,7973,450909,754,129538,1596945,1090012,2600,555524,0,192822,20,1810
2021-03-07T00:00:00.000,3337,264923,1371,641630,NaN,194927,7526,458435,543,130081,1595592,1091698,2130,557654,0,192822,13,1823
2021-03-14T00:00:00.000,2873,267796,1143,642773,NaN,194927,6835,465270,454,130535,1592566,1093287,1871,559525,0,192822,21,1844
2021-03-21T00:00:00.000,2758,270538,965,643666,NaN,194907,6981,472226,377,130909,1586059,1090992,1934,561419,0,192808,21,1865
2021-03-28T00:00:00.000,1931,272469,776,644442,NaN,194907,5397,477623,299,131208,1582557,1092776,1887,563306,0,192808,7,1872
