date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200403,TX,5330,50434,NaN,196,NaN,NaN,NaN,NaN,NaN,38,A,04/02/2020 21:00,2020-04-02T21:00:00Z,04/02 17:00,90,NaN,2020-04-02T21:00:00Z,NaN,NaN,NaN,5330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,661,4424,55764,55764,5085,55764,20,0,d1cf03d2c1a38a45f80bc1796e83f0fcf5d58c9e,0,0,0,0,0,NaN
20200402,TX,4669,46010,NaN,196,NaN,NaN,NaN,NaN,NaN,38,A,04/01/2020 21:00,2020-04-01T21:00:00Z,04/01 17:00,70,NaN,2020-04-01T21:00:00Z,NaN,NaN,NaN,4669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,672,2150,50679,50679,2822,50679,12,0,b57b6c77ea5ba3b5cd735c57a3095aec30a2e2e7,0,0,0,0,0,NaN
20200401,TX,3997,43860,NaN,196,NaN,NaN,NaN,NaN,NaN,38,A,03/31/2020 21:00,2020-03-31T21:00:00Z,03/31 17:00,58,NaN,2020-03-31T21:00:00Z,NaN,NaN,NaN,3997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,731,4134,47857,47857,4865,47857,17,0,35ff7a8d96b37b37227c48f23deba586ff9e5fe4,0,0,0,0,0,NaN
20200331,TX,3266,39726,NaN,196,NaN,NaN,NaN,NaN,NaN,38,A,03/31/2020 13:45,2020-03-31T13:45:00Z,03/31 09:45,41,NaN,2020-03-31T13:45:00Z,NaN,NaN,NaN,3266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,389,6723,42992,42992,7112,42992,7,0,80f1c81e29ea5e8037d860366ab822021546a186,0,0,0,0,0,NaN
20200330,TX,2877,33003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38,A,03/30/2020 12:45,2020-03-30T12:45:00Z,03/30 08:45,34,NaN,2020-03-30T12:45:00Z,NaN,NaN,NaN,2877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,325,9795,35880,35880,10120,35880,0,0,375d3ad4544ea5f266a178ee188dccfef39fedfc,0,0,0,0,0,NaN
20200329,TX,2552,23208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/29/2020 13:45,2020-03-29T13:45:00Z,03/29 09:45,34,NaN,2020-03-29T13:45:00Z,NaN,NaN,NaN,2552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,500,0,25760,25760,500,25760,7,0,9ab4781a826168594d5c9dd7fcc5f6ad7360cacc,0,0,0,0,0,NaN
20200328,TX,2052,23208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/28/2020 12:45,2020-03-28T12:45:00Z,03/28 08:45,27,NaN,2020-03-28T12:45:00Z,NaN,NaN,NaN,2052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,321,1273,25260,25260,1594,25260,4,0,af91509f6ac9bcdb047d1f892bd446470c91ac76,0,0,0,0,0,NaN
20200327,TX,1731,21935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/27/2020 13:00,2020-03-27T13:00:00Z,03/27 09:00,23,NaN,2020-03-27T13:00:00Z,NaN,NaN,NaN,1731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,335,1907,23666,23666,2242,23666,5,0,dc29e286fbf1733e677f5a3ddf3551df9ab9436a,0,0,0,0,0,NaN
20200326,TX,1396,20028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/26/2020 13:00,2020-03-26T13:00:00Z,03/26 09:00,18,NaN,2020-03-26T13:00:00Z,NaN,NaN,NaN,1396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,422,7508,21424,21424,7930,21424,6,0,f71b2d59febb628e9905378a1b038435bb2e1fd0,0,0,0,0,0,NaN
20200325,TX,974,12520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/25/2020 12:30,2020-03-25T12:30:00Z,03/25 08:30,12,NaN,2020-03-25T12:30:00Z,NaN,NaN,NaN,974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,564,1763,13494,13494,2327,13494,3,0,57b459816abefccb446be3cb468e552d6a6fdd29,0,0,0,0,0,NaN
20200324,TX,410,10757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/23/2020 21:00,2020-03-23T21:00:00Z,03/23 17:00,9,NaN,2020-03-23T21:00:00Z,NaN,NaN,NaN,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,58,1054,11167,11167,1112,11167,1,0,5e82e2e69b76cda98c6497d3ad1af4eeb89e7b82,0,0,0,0,0,NaN
20200323,TX,352,9703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,A,03/23/2020 13:00,2020-03-23T13:00:00Z,03/23 09:00,8,NaN,2020-03-23T13:00:00Z,NaN,NaN,NaN,352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,18,1281,10055,10055,1299,10055,3,0,abb6488148b53279cc5bb2acfb0e7ff8c5861306,0,0,0,0,0,NaN
20200322,TX,334,8422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/21/2020 21:00,2020-03-21T21:00:00Z,03/21 17:00,5,NaN,2020-03-21T21:00:00Z,NaN,NaN,NaN,334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,30,2204,8756,8756,2234,8756,0,0,242a799eba23e5905738952c3d00676b4b62524a,0,0,0,0,0,NaN
20200321,TX,304,6218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/21/2020 13:00,2020-03-21T13:00:00Z,03/21 09:00,5,NaN,2020-03-21T13:00:00Z,NaN,NaN,NaN,304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,110,1135,6522,6522,1245,6522,0,0,58eb75106df69f044b117817fe51272f6d3cf3d3,0,0,0,0,0,NaN
20200320,TX,194,5083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/20/2020 13:00,2020-03-20T13:00:00Z,03/20 09:00,5,NaN,2020-03-20T13:00:00Z,NaN,NaN,NaN,194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,51,2871,5277,5277,2922,5277,2,0,46a5cb69b0456ceb6808013b589216a68fb923d8,0,0,0,0,0,NaN
20200319,TX,143,2212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/19/2020 13:00,2020-03-19T13:00:00Z,03/19 09:00,3,NaN,2020-03-19T13:00:00Z,NaN,NaN,NaN,143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,60,388,2355,2355,448,2355,1,0,114866010a79b22ba8810e6b27827361abd8d196,0,0,0,0,0,NaN
20200318,TX,83,1824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/18/2020 13:00,2020-03-18T13:00:00Z,03/18 09:00,2,NaN,2020-03-18T13:00:00Z,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,19,620,1907,1907,639,1907,1,0,955447b9f15cfe0944355453a1502933f41a17bf,0,0,0,0,0,NaN
20200317,TX,64,1204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/17/2020 13:00,2020-03-17T13:00:00Z,03/17 09:00,1,NaN,2020-03-17T13:00:00Z,NaN,NaN,NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7,1204,1268,1268,1211,1268,1,0,8a5eed9d484be720665df1ca91584d2dc4af64d0,0,0,0,0,0,NaN
20200316,TX,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/16/2020 15:21,2020-03-16T15:21:00Z,03/16 11:21,NaN,NaN,2020-03-16T15:21:00Z,NaN,NaN,NaN,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,1,0,57,57,1,57,0,0,65fbfb21b92a6630aab3e8fd5401bd8b21bb332f,0,0,0,0,0,NaN
20200315,TX,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/15/2020 13:00,2020-03-15T13:00:00Z,03/15 09:00,NaN,NaN,2020-03-15T13:00:00Z,NaN,NaN,NaN,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5,0,56,56,5,56,0,0,fb1ba6d449b0e96153f85f1939e34eaedf3f6046,0,0,0,0,0,NaN
20200314,TX,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/14/2020 13:00,2020-03-14T13:00:00Z,03/14 09:00,NaN,NaN,2020-03-14T13:00:00Z,NaN,NaN,NaN,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,12,0,51,51,12,51,0,0,b4278f8d2df82e1822cefb633eecc77146822840,0,0,0,0,0,NaN
20200313,TX,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/13/2020 00:00,2020-03-13T00:00:00Z,03/12 20:00,NaN,NaN,2020-03-13T00:00:00Z,NaN,NaN,NaN,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,16,0,39,39,16,39,0,0,d525fbaab6714ec654d0d36054936f072e7acc1a,0,0,0,0,0,NaN
20200312,TX,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,03/12/2020 11:00,2020-03-12T11:00:00Z,03/12 07:00,NaN,NaN,2020-03-12T11:00:00Z,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,2,0,23,23,2,23,0,0,58094f4502aec958337e57dbbb2811b8f1f05db9,0,0,0,0,0,NaN
20200311,TX,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8,0,21,21,8,21,0,0,d17f5dfe22c8d1af0e687cdbcc943a6a2ff3aafb,0,0,0,0,0,NaN
20200310,TX,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,1,0,13,13,1,13,0,0,1e612c04932c26498f775d5ec969cda2af523d6d,0,0,0,0,0,NaN
20200309,TX,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,4,0,12,12,4,12,0,0,7b15b04f9abd92e02d14ceebefe0387f840dbcb0,0,0,0,0,0,NaN
20200308,TX,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,0,0,8,8,0,8,0,0,ba0a4ee4905385a99c745f72fb9f2c9fe53564ec,0,0,0,0,0,NaN
20200307,TX,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,3,0,8,8,3,8,0,0,311017826ff82245cf4f3e88d2af4192836edae3,0,0,0,0,0,NaN
20200306,TX,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,4,0,5,5,4,5,0,0,5e24ec6216deb48812e23c832daa05ddb0a2fcff,0,0,0,0,0,NaN
20200305,TX,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,0,0,1,1,0,1,0,0,1157fd33e2ea4ae8290757b28e2c65e6eb8a6df4,0,0,0,0,0,NaN
20200304,TX,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaT,,,NaN,NaN,,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,0,0,1,1,0,1,0,0,282fdb8be1d97b4e26fe0e0cf760e199acf683df,0,0,0,0,0,NaN
