Date,normalized_one1,normalized_one2,normalized_one3,normalized_one4,normalized_two1,normalized_two2,normalized_two3,normalized_two4,LTC_normalized_vf_us_cases1,LTC_normalized_vf_us_cases2,LTC_normalized_vf_us_deaths1,LTC_normalized_vf_us_deaths2,normalized_one_dose_one1,normalized_one_dose_one2,normalized_one_dose_one3,normalized_one_dose_one4,normalized_one_dose_two1,normalized_one_dose_two2,normalized_one_dose_two3,normalized_one_dose_two4,LTC_normalized_vf_one_dose_us_cases1,LTC_normalized_vf_one_dose_us_cases2,LTC_normalized_vf_one_dose_us_deaths1,LTC_normalized_vf_one_dose_us_deaths2,one_minus_vf_LTC,one_minus_vf_US,vf_LTC,vf_US,one_minus_vf_one_dose_LTC,one_minus_vf_one_dose_US,vf_one_dose_LTC,vf_one_dose_US,New Cases,New Deaths,sum_residents_weekly_confirmed,sum_residents_weekly_covid_19
12/23/2020,823.71791007309,4726.59222557722,233325.004022556,3445.08865055013,187207792.207792,1074220779.22078,9067113939.92719,133877684.727987,0.0286041012169751,0.164133765672015,5.57340772105279e-05,0.000319808823896553,832.510424355946,4777.04472775595,235098.081013243,3471.26847402321,77960.4275790083,447346.289781316,30832125.5499996,455242.275681572,0.0289094265782704,0.164133765672015,5.63289928532773e-05,0.000319808823896553,0.9999956,0.999974267556188,4.4e-06,2.57324438124215e-05,0.9894342,0.992432600872047,0.0105658,0.00756739912795285,233319,3445,823.714285714286,4726.57142857143
12/24/2020,823.720545990435,4726.60735078729,197706.596280917,2824.07993837821,108383458.646617,621917293.233083,6984422756.65967,99766869.4888083,0.0371337022209597,0.213077639903342,6.79900907444169e-05,0.000390135300445678,832.85149951547,4779.00185795505,199321.539044272,2847.14809869968,75081.0578538224,430824.120733883,24316641.8790522,347343.699153992,0.0375453298182589,0.213077639903342,6.87437618307726e-05,0.000390135300445678,0.9999924,0.999971694010101,7.6e-06,2.83059898989493e-05,0.989029,0.991869724405889,0.010971,0.00813027559411118,197701,2824,823.714285714286,4726.57142857143
12/25/2020,823.720545990435,4726.60735078729,136585.88515468,1626.0462525187,108383458.646617,621917293.233083,4801655250.05749,57163399.5445482,0.0540141808031697,0.309939851899701,0.000118083634449146,0.000677578066143675,832.87086803749,4779.11299685889,137706.54076584,1639.38758610399,74923.984511032,429922.815041971,16725258.2762833,199113.133189122,0.0546141987969695,0.309939851899701,0.000119395369708095,0.000677578066143675,0.9999924,0.99997155522567,7.6e-06,2.84447743303447e-05,0.989006,0.991833788289316,0.010994,0.00816621171068403,136582,1626,823.714285714286,4726.57142857143
12/26/2020,823.7226876857,4726.61964009176,182021.365372145,1548.04563113177,80756302.5210084,463389355.742297,6174930637.71709,52516221.8002047,0.0420017914991987,0.241011320420133,0.00012403377952697,0.000711720712700196,834.430205296748,4788.06066119462,183589.788588363,1561.38467351654,64141.2130097869,368049.978085642,21233016.4335783,180581.429320385,0.0425477700535065,0.241011320420133,0.000125646086555178,0.000711720712700196,0.9999898,0.999970523393593,1.02e-05,2.94766064072409e-05,0.9871578,0.991427689957789,0.0128422,0.00857231004221125,182016,1548,823.714285714286,4726.57142857143
12/27/2020,775.152003936504,5501.77920670892,147707.495183997,1659.05048990374,65690072.6392252,466246973.365617,4853380901.31288,54513171.129077,0.0502876530967165,0.356925561382371,0.000108910556915116,0.000773012047164567,786.633368077032,5583.2702306271,149021.097501516,1673.80487028033,53065.8070775273,376644.003348642,16698964.3322649,187562.756526458,0.0510325016606677,0.356925561382371,0.000110523713762212,0.000773012047164567,0.9999882,0.999969566987837,1.18e-05,3.04330121627266e-05,0.9853928,0.99115496044778,0.0146072,0.00884503955222036,147703,1659,775.142857142857,5501.71428571429
12/28/2020,775.15510459351,5501.80121417347,177702.627204525,1963.07321044077,49059674.5027125,348209764.918626,4764761057.88981,52636108.6160505,0.0512231586058814,0.363565478110893,9.20438599072995e-05,0.000653297665453357,796.185891004939,5651.0709609993,179586.332710373,1983.88242341112,29328.3663570234,208163.296192718,16881564.1829555,186489.906869832,0.0526128976420759,0.363565478110893,9.45411081957038e-05,0.000653297665453357,0.9999842,0.999962706209642,1.58e-05,3.72937903582298e-05,0.9735702,0.989473961175979,0.0264298,0.0105260388240215,177696,1963,775.142857142857,5501.71428571429
12/29/2020,775.166732278211,5501.88374373359,206137.53228786,3470.16046844132,25166975.8812616,178627087.198516,4457557081.87956,75039407.9121811,0.0547541552488513,0.388627354762949,5.20700836831207e-05,0.000369576679470023,809.204879997571,5743.47555076787,208753.230775063,3514.19366019886,18414.9187313594,130703.160741267,16390896.5116266,275927.63183723,0.0571584509274489,0.388627354762949,5.43565197830762e-05,0.000369576679470023,0.9999692,0.99995375763087,3.08e-05,4.62423691303768e-05,0.9579068,0.987424238823436,0.0420932,0.0125757611765644,206128,3470,775.142857142857,5501.71428571429
12/30/2020,775.20502858615,5502.15555859008,236612.540155898,3742.22996501817,9665122.90701817,68599928.7495547,3850168744.40485,60893716.0988806,0.0633950994642426,0.449957993101163,4.82868435539949e-05,0.000342724459814127,822.317920535294,5836.54768810454,240195.174946335,3798.89240251052,13511.6694407175,95901.476870791,15798424.8333158,249865.619008901,0.0672479207966989,0.449957993101163,5.12214644078789e-05,0.000342724459814127,0.9999198,0.99993854866742,8.02e-05,6.14513325795991e-05,0.9426316,0.985023950014241,0.0573684,0.0149760499857594,236598,3742,775.142857142857,5501.71428571429
12/31/2020,775.215882478987,5502.23259602483,232705.660012087,3254.2189938516,8228692.75098574,58404610.251744,3457741905.21811,48353999.5684376,0.070590939018573,0.501031744099389,5.55288391009542e-05,0.000394125811178759,825.129007384403,5856.49987696058,236517.345618746,3307.52263803086,12795.4013902796,90817.6369963962,14379475.1334873,201086.475930929,0.0751360140564547,0.501031744099389,5.91041243144557e-05,0.000394125811178759,0.9999058,0.999932704636038,9.42e-05,6.72953639624881e-05,0.9394202,0.983817907271309,0.0605798,0.0161820927286911,232690,3254,775.142857142857,5501.71428571429
01/01/2021,775.216502710615,5502.23699822912,175200.514878227,2491.1779491841,8159398.4962406,57912781.9548872,2452523088.35226,34872451.3841443,0.0995242183118273,0.706390839591797,7.25372298450919e-05,0.000514845889383372,825.41105044372,5858.50172773471,178092.443395681,2532.29831094962,12727.9585349102,90338.9493358755,10742044.0763255,152741.236809181,0.105968318907191,0.706390839591797,7.72339480304707e-05,0.000514845889383372,0.999905,0.999928568256571,9.5e-05,7.14317434286424e-05,0.9390992,0.983691372074511,0.0609008,0.0163086279254895,175188,2491,775.142857142857,5501.71428571429
01/02/2021,775.22239496058,5502.27881952117,281622.916419563,2495.19418065564,7554998.60763019,53622946.2545252,3618533340.26832,32060399.9416531,0.0674547601326188,0.478772156695063,7.24210253337278e-05,0.000514021107197295,833.54663585893,5916.24549211189,286481.814529322,2538.24427914197,11062.9437869521,78521.2110436968,16528709.4948212,146445.254773878,0.0725297524255276,0.478772156695063,7.78696570491269e-05,0.000514021107197295,0.9998974,0.999922178138621,0.0001026,7.78218613785438e-05,0.9299334,0.982962916730539,0.0700666,0.0170370832694611,281601,2495,775.142857142857,5501.71428571429
01/03/2021,713.652784988917,6215.99433764021,207385.434930397,1695.14251093237,6259398.4962406,54520050.1253133,2466605939.43686,20161727.3028889,0.0910974168762832,0.79346853173903,9.81348939459076e-05,0.000854765731912833,772.63003201024,6729.69265318709,211041.739412999,1725.02868477795,9335.2481026739,81311.0388794862,11912468.0601308,97371.0184884928,0.0986258326144778,0.79346853173903,0.000106244896461695,0.000854765731912833,0.999886,0.999915929822156,0.000114,8.40701778441933e-05,0.9235616,0.982592356264608,0.0764384,0.0174076437353925,207368,1695,713.571428571429,6215.28571428571
01/04/2021,713.661064401117,6216.06645223211,177902.390982492,2099.44125416609,5681301.18289354,49484758.8717016,846263100.427271,9986822.8588921,0.265525031500191,2.31275226135712,7.92375400532642e-05,0.000690167698718192,787.097686717535,6855.70751872268,181333.11035164,2139.92746537032,7638.77334299025,66534.556923619,9299823.36272753,109748.006849943,0.29284789164557,2.31275226135712,8.73911827170358e-05,0.000690167698718192,0.9998744,0.999789823046863,0.0001256,0.000210176953136911,0.9065856,0.980874367924787,0.0934144,0.0191256320752133,177865,2099,713.571428571429,6215.28571428571
01/05/2021,713.675767968706,6216.19452192482,233504.879173527,3639.6659372972,4880789.52511237,42512214.1880008,509917601.257913,7948141.08679718,0.440676425806958,3.83834019170837,4.57069386964206e-05,0.000398112468841876,804.146646983776,7004.20583990453,238454.221033739,3716.81186694292,6335.2435878964,55180.6692249467,11007180.641325,171570.12130841,0.496539866031991,3.83834019170837,5.1501092157344e-05,0.000398112468841876,0.9998538,0.999542282911152,0.0001462,0.00045771708884775,0.8873648,0.978795841768623,0.1126352,0.0212041582313766,233398,3638,713.571428571429,6215.28571428571
